"","UTR5","UTR3","cds","Stop_codons","Start_codons","TSS","TSS_A","exon_stop","alternative_exon","constitutive_exon","internal_exon","long_exon","last_exon","last_exon_400bp","last_exon_sc400","intron","pos_cds","pos_exons","dist_sj_5_p2000","dist_sj_3_p2000","length_UTR3","length_UTR5","length_cds","length_gene_ex","length_gene_full","length_tx_exon","length_tx_full","clust_f1000","clust_f100","dist_nearest_p2000","dist_nearest_p200","clust_C_f1000","clust_C_f100","dist_C_p2000","dist_C_p200","sncRNA","lncRNA","GC_cont_genes","GC_cont_101bp","GC_cont_101bp_abs"
"1",0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.933231835206388,-0.927004412299551,0.335831872694734,-2.56438492479511,0,0,-0.378603169698267,-0.37725457529323,-0.391226814622535,-0.0921605186156358,-0.391226814622535,0.211583672446225,-0.415984673629186,-0.0988431924446641,0.481475837921103,-0.142284201259627,0.0372769487663554,-0.873608831127599,-0.873608831127599,1,1,2.1495342673757,0.912522308584254,0.912522308584254
"2",0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1.61425703150342,1.61291082368341,0.335831872694734,-2.56438492479511,0,0,-0.378603169698267,-0.37725457529323,-0.391226814622535,-0.0921605186156358,-0.391226814622535,1.24332673499328,1.89884768668381,-1.25033848433601,-1.95830789937854,0.34274260749902,0.0372769487663554,-0.383434481040583,-0.383434481040583,1,1,2.1495342673757,1.45647070424947,1.45647070424947
"3",0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1.73191213980528,1.7302161458272,0.335831872694734,-2.56438492479511,0,0,-0.378603169698267,-0.37725457529323,-0.391226814622535,-0.0921605186156358,-0.391226814622535,0.211583672446225,1.89884768668381,-1.25033848433601,-1.95830789937854,0.307252841004485,-1.00844279356231,-0.873608831127599,-0.873608831127599,1,1,2.1495342673757,1.45647070424947,1.45647070424947
"4",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.154539372870906,0.15753287489474,0.335831872694734,-2.56438492479511,0,0,0.611135487285168,0.612260676574473,0.602422667657084,-0.503016875475498,0.602422667657084,-0.820159390100833,-0.415984673629186,1.11931761634566,0.481475837921103,0.839599338422513,0.153468031247318,1.57726291930748,1.57726291930748,1,1,-0.611154240960961,0.00594164914222067,0.00594164914222067
"5",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.15401793138145,1.15404000470917,-3.17563079838814,0.41213287008876,0,0,0.220387601431187,0.221600990848926,0.21013079167435,1.45381820879936,0.21013079167435,-0.820159390100833,-0.415984673629186,0.691446207884976,0.481475837921103,0.117974086366964,-0.19510521619557,-0.873608831127599,-0.873608831127599,1,1,1.15459734541428,0.731206176695848,0.731206176695848
"6",0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,-1.54979991250207,-1.54173944569211,-3.17563079838814,0.41213287008876,0,0,0.220387601431187,0.221600990848926,0.21013079167435,1.45381820879936,0.21013079167435,-0.820159390100833,-0.415984673629186,0.691446207884976,0.481475837921103,-0.154114123424472,1.43156993853791,-0.873608831127599,-0.873608831127599,1,1,1.15459734541428,0.368573912919034,0.368573912919034
"7",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.253322068930496,-0.249116003433554,0.335831872694734,-2.56438492479511,0,0,0.384174140411898,0.385350559715922,0.374564512146155,-0.171171356473302,0.374564512146155,2.27506979754034,-0.415984673629186,-1.02973622841577,0.481475837921103,1.49024505748899,-0.543678463638458,-0.873608831127599,-0.873608831127599,1,1,0.10345324626607,-0.356690614634592,0.356690614634592
"8",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.0873505416871088,0.090543794690428,0.335831872694734,-2.56438492479511,0,0,0.384174140411898,0.385350559715922,0.374564512146155,-0.171171356473302,0.374564512146155,3.3068128600874,1.89884768668381,-1.27821679140285,-2.32034032491333,1.60854427913744,-0.0789141337146072,1.08708856922046,1.08708856922046,1,1,0.10345324626607,-0.538006746522999,0.538006746522999
"9",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.121716638372218,0.124807721694163,0.335831872694734,-2.56438492479511,0,0,0.384174140411898,0.385350559715922,0.374564512146155,-0.171171356473302,0.374564512146155,3.3068128600874,1.89884768668381,-1.27821679140285,-2.32034032491333,1.64403404563198,-0.0789141337146072,0.106739869046433,0.106739869046433,1,1,0.10345324626607,-0.175374482746186,0.175374482746186
"10",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.410093014903787,0.4123267613342,0.335831872694734,-2.56438492479511,0,0,0.384174140411898,0.385350559715922,0.374564512146155,-0.171171356473302,0.374564512146155,3.3068128600874,-0.415984673629186,-1.07215973916967,0.35555151599596,1.50207497965384,-0.543678463638458,0.596914219133449,0.596914219133449,1,1,0.10345324626607,-0.900639010299812,0.900639010299812
"11",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.5307266024617,1.5296287288473,0.335831872694734,-2.56438492479511,0,0,0.384174140411898,0.385350559715922,0.374564512146155,-0.171171356473302,0.374564512146155,2.27506979754034,-0.415984673629186,-0.39701986802916,0.481475837921103,0.733130038938907,2.36109859838561,-0.383434481040583,-0.383434481040583,1,1,0.10345324626607,2.1817352318031,2.1817352318031
"12",0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1.61152715754408,1.61018906558183,0.335831872694734,-2.56438492479511,0,0,-0.476875093086694,-0.475504316613428,-0.489887046905617,-0.98498298640726,-0.489887046905617,0.211583672446225,-0.415984673629186,-0.643076230401732,0.481475837921103,1.41926552449992,-0.543678463638458,0.106739869046433,0.106739869046433,1,1,2.42273822909276,0.912522308584254,0.912522308584254
"13",0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.43027306466406,-1.42256794865438,0.335831872694734,-2.56438492479511,0,0,0.550300487092332,0.55143940813816,0.541347285767557,-0.13693332673498,0.541347285767557,0.211583672446225,-0.415984673629186,-0.643076230401732,0.481475837921103,1.39560568017023,1.19918777357598,-1.36378318121462,-1.36378318121462,1,1,-0.789059394393711,0.187257781030627,0.187257781030627
"14",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.0785572357094165,-0.0748707423794631,-3.17563079838814,0.41213287008876,0,0,-0.0908068226321622,-0.0895231899983662,-0.102293277222078,-0.855931951239739,-0.102293277222078,1.24332673499328,-0.415984673629186,-0.912162498612131,0.481475837921103,1.95161202191795,0.269659113728281,-0.383434481040583,-0.383434481040583,1,1,-0.137079577166045,-0.175374482746186,0.175374482746186
